论文题目,会议名称
 Npas: A compiler-aware framework of unified network pruningand architecture search for beyond real-time mobile acceleration, In Proceedings of the IEEE/CVFConference on Computer Vision and Pattern Recognition
 Pruning and quantizationfor deep neural network acceleration: A survey, Neurocomputing
 Fixed point quantization of deep con-volutional networks, In International conference on machine learning
" Lottery ticket preserves weight correlation: Is it desirable or not? InInternational Conference on Machine Learning, pp", 7011-7020
 Learn-ing efficient convolutional networks through network slimming, In Proceedings of the IEEEinternational conference on computer vision
 Rethinking the value ofnetwork pruning, arXiv preprint arXiv:1810
 Towards understanding regularization inbatch normalization, arXiv preprint arXiv:1809
 An image enhancing pattern-based sparsity for real-time inferenceon mobile devices, In European Conference on Computer Vision
 Ompq: Orthogonal mixed precision quantization, arXiv preprint arXiv:2109
 Wrpn: Wide reduced-precisionnetworks, arXiv preprint arXiv:1709
" A survey on deep neural network compression:Challenges, overview, and solutions", arXiv preprint arXiv:2010
 A fixed-pointquantization technique for convolutional neural networks based on weight scaling, In 2019 IEEEInternational Conference on Image Processing (ICIP)
 Data-free quantizationthrough weight equalization and bias correction, In Proceedings of the IEEE/CVF InternationalConference on Computer Vision
 A white paper on neural network quantization, arXiv preprint arXiv:2106
" Nvidia models, 2021", URL https://ngc
 Weighted-entropy-based quantization for deep neu-ral networks, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Value-aware quantization for training and inferenceof neural networks, In Proceedings of the European Conference on Computer Vision (ECCV)
 Digital signal processing: fundamentals and applications, AcademicPress
 Pruning neural networkswithout any data by iteratively conserving synaptic flow, arXiv preprint arXiv:2006
 Haq: Hardware-aware automatedquantization with mixed precision, In Proceedings of the IEEE/CVF Conference on ComputerVision and Pattern Recognition
 Two-stepquantization for low-bit neural networks, In Proceedings of the IEEE Conference on computervision and pattern recognition
 Integer quantizationfor deep learning inference: Principles and empirical evaluation, arXiv preprint arXiv:2004
 Fracbits: Mixed precision quantization via fractional bit-widths, arXivpreprint arXiv:2007
Searching for low-bit weights in quantized neural networks, arXiv preprint arXiv:2009
 Hawq-v3: Dyadic neural network quantization,In International Conference on Machine Learning
 Mest: Accurate and fast memory-economic sparse trainingframework on the edge, Advances in Neural Information Processing Systems
 Fixed-point back-propagation training, In Proceedings of the IEEE/CVFConference on Computer Vision and Pattern Recognition
 Dis-tribution adaptive int8 quantization for training cnns, In Proceedings of the Thirty-Fifth AAAIConference on Artificial Intelligence
 Distribution-aware adaptive multi-bit quantization, InProceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition
 Incremental network quantization:Towards lossless cnns with low-precision weights, arXiv preprint arXiv:1702
 Explicit loss-error-aware quantizationfor low-bit deep neural networks, In Proceedings of the IEEE conference on computer vision andpattern recognition
 Dorefa-net: Train-ing low bitwidth convolutional neural networks with low bitwidth gradients, arXiv preprintarXiv:1606
 Trained ternary quantization, arXivpreprint arXiv:1612
 Towards unified int8 training for convolutional neural network, In Proceedings of theIEEE/CVF Conference on Computer Vision and Pattern Recognition
